PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,formula,formation_energy,bulk_modulus,Al,Nb,Ti,Zr
268.2038402284941,100.46015613766824,-99.55163705992113,-1.5555503378019533,61.44301080342742,39.106353013791406,34.181524053472366,-44.024642336705384,-10.711313832555916,15.177715431378546,-11.380927294312794,21.87742884225098,39.2591287168783,6.327163468987667,2.2074925756115857,4.3916798322168065,-11.226937139320906,19.374423149382654,-59.73328411034517,-78.61184112402515,15.100876246410092,17.256686946803406,43.14824752166416,-32.116470299072255,-9.23257730223249,-85.1908975220909,33.5327894928451,-22.783124926152926,-26.03188877330731,17.407305280400724,-9.163040682531618,37.83450144190957,27.4684861870342,17.81137306430236,35.10980001969812,18.157414691933486,53.86954455447477,23.383631399183983,-10.05410286663533,92.73878705735392,-8.165573686045391,13.57762231615221,10.954627740582575,28.45608964927286,5.725746640162942,45.79122459613489,-10.651685574782114,6.912267008440925,-48.338995395788935,-40.67042458829174,Al8Nb92Ti20Zr8,-5.903339754089075,145.57367642139394,8.0,92.0,20.0,8.0
124.42723607545746,108.63742159556479,-53.238590207484116,-8.02022545950942,-51.87776745857949,5.4438104470116695,38.200642160752686,50.03171999385952,-96.69387310732728,-30.92291470933689,22.414497803749107,-42.37272083113001,72.90467187094995,-11.111949710211528,0.4158047173901755,-41.57098475160064,-6.89410611104719,-26.786604707704583,-13.908515689323432,43.220189824244954,45.049953752631666,-4.11566006382385,23.21018235890366,39.97687737432505,22.660077563767214,35.51527112277204,41.76269727436897,48.280075392466884,-0.8018350559951269,-28.441393195214342,-61.84559362010004,15.990852270075045,46.71319897319591,26.17300340656081,-96.86893143699886,28.420996540474526,41.302656248724524,25.70714724584128,6.932760808848207,2.242222898402419,49.35707575783169,-26.162348706824066,-42.91876875686899,25.54229056240352,-56.076711536499694,1.98488549629046,-23.950759089017335,15.86577901490396,18.976392671392524,35.30251574132336,Al8Nb76Ti40Zr4,-7.183930978036869,137.921137608144,8.0,76.0,40.0,4.0
-225.27254707779895,115.82696937512053,62.67580477836864,-36.787390188728416,-12.202418414334323,-14.239571564557266,39.747120692378374,-35.101853853945144,0.5298306453715337,55.325659507927334,6.1879631929039345,99.11330326213907,29.509778677817835,21.670044861312153,-32.05037988195448,29.295893270355013,-38.50928509142902,-25.868796838907425,36.34659680773114,3.4878471754340494,21.547385018173102,-5.887649841595393,-23.165367285853446,58.471196954912095,42.09729710889078,10.20748726535867,-43.04267787201695,7.5393861795721415,23.216029507809324,-47.2227036026507,3.0828389411733617,-44.6360297054085,-42.969865572110756,-31.8101106668225,-22.96090563578658,3.758911783045488,-6.597575799582896,19.240188952665996,23.02400496925282,49.105641553195916,27.55552670866856,6.082189934744183,23.60344896615676,-36.2411310754119,-32.48477189800684,24.87156395793051,8.333164312528423,38.783213862656574,27.9056640441724,13.612586299626338,Al12Nb20Ti88Zr8,-14.198964714881528,111.85519197163129,12.0,20.0,88.0,8.0
151.2723533910915,113.4579413314223,-71.8822251705619,0.6767340534564248,-38.948086164332324,-3.6125042742013567,49.243313703564276,-66.47768961511096,-25.667166017618236,-18.96818226021536,-2.237004711279102,-31.597053324304653,8.202138920583213,-31.56052090043412,-35.08401342231665,51.27427258035546,88.3699222910664,26.13386750888426,-33.26124738650037,-26.4815965775633,-48.606953731857935,55.53606835882072,9.119525435337579,-32.053876535281674,45.65756828584639,-23.82187170355605,56.46658737316072,72.16647378911483,-16.360189005771346,53.410999016216934,18.182121005253038,17.474611218935767,-28.799237331292165,-3.300220310404551,9.513623051031267,-13.074474762813344,-41.20727985296757,24.298465937860502,60.195385351143294,-18.655235571017545,-15.761058763966982,-31.31908281683451,11.327985829613093,-11.483663781214968,-72.30926611437319,-4.1129618572670985,3.849644458019374,2.3236359556950497,21.22889167155243,24.56661075119431,Al8Nb80Ti36Zr4,-7.4717885569555165,140.0496097812162,8.0,80.0,36.0,4.0
-261.92095500664414,127.94177403302199,74.13457905917825,-32.59611496629597,12.951241866618638,10.306020287365826,21.89750203217482,7.221717747261261,14.234551388194284,-11.962429417555432,41.140787725121584,-28.258964454545318,52.99655031041874,42.99894752282039,73.91434095711779,-12.182613439560772,24.564689329978428,-5.321304690301206,39.79238808875487,-18.67080971354238,-29.72102336740168,9.641925505606874,-29.153761647294107,35.53166523398672,-23.95341796219597,-9.537073176553767,-1.7252016923464037,-33.31030260787616,25.793501212141255,32.44858161975172,39.757401271947984,-30.57159073129782,-10.302336522818065,11.299455713925273,-1.5637410266122467,-39.396100909846915,5.779551790799316,-55.14913567450326,19.83026008573087,-62.08627944656677,-16.741459139615593,105.17831937627929,6.272426339083792,-55.38582000616624,49.34906049193045,-39.403648014808134,-61.66336627373116,19.155094436173393,-32.4518839161155,-18.35995431291704,Al12Nb20Ti92Zr4,-14.695495900851256,111.90433730868722,12.0,20.0,92.0,4.0
45.72776095437752,108.34592057307323,-29.64827155118409,34.52489945324937,-56.10254415606473,-89.21282410185817,30.531333283276656,12.545997280586773,-19.89545708458134,76.62265011065905,38.089676144731186,19.687072946273048,-5.346759065257458,15.749023623759568,14.68084025443692,-32.948018974276046,2.8420474632363875,1.023231738607639,8.310059890139986,28.6454846932586,-20.767294366716218,-26.82491810862873,-50.261474883971,-47.101552509552945,-2.342512577674029,25.449469391988963,-34.45521495289671,-72.27237316221016,-5.429333176971159,-5.088303040333321,12.56491272044617,60.64868810351369,-19.95016127000995,-107.30661708586476,-15.741056340782828,32.760016548941906,-10.982815481827178,20.285584328239967,30.986101774859875,91.60328755184095,46.27437653514885,-29.990397438729996,-17.388573723211536,-35.72791032837965,-55.95684581684568,36.180806549798085,-40.84534040713381,8.896849125647629,44.21496730923268,-19.21904470477016,Al8Nb64Ti52Zr4,-8.261045688403328,131.46632719056345,8.0,64.0,52.0,4.0
177.9767631988797,109.53861359004122,-80.4884576655126,3.3719810570236213,-51.229687667293554,29.57763335228466,32.97619199994695,-57.05414815340671,-33.93093645553558,17.458039975253907,-14.977078240739614,-59.4422174220078,-12.27105278293741,54.16206703658993,-12.86757932245739,-40.83219096618584,-86.62036989125683,23.18431392271135,38.93519470244691,19.98827915389875,-24.121975651984037,-8.44153926012488,-20.728997195903098,-34.10771701675585,18.226376966759695,-37.14943251449471,-32.467046604029676,17.11200966594209,-73.99473022969767,10.941253341699865,-59.44712390639521,-12.82082428327447,19.44960136094826,-7.131768095085577,0.48145578573745246,-7.7587595807591345,33.3475012104281,16.026511407375786,-29.35137801377058,47.24064011974421,21.804367347027757,10.786458926984489,-1.066898809323273,-18.844774059571822,-34.633550240737655,5.47141536757648,49.579599868460484,-52.23283116562086,54.57166632172215,58.22718601227516,Al8Nb84Ti32Zr4,-6.927914232753892,142.66768909424695,8.0,84.0,32.0,4.0
204.4851719331615,103.30206364789254,-90.86731775220761,-60.0078647823115,-21.461106620346552,-27.983008233465203,-3.55382311971587,-52.49891304897434,12.469210146020364,19.19007520610607,40.40596253307951,-45.823394436539,-21.614518957517223,-19.06427754763189,-59.024540599745436,-39.524696787809646,26.692340813924325,-38.84293430743843,76.00114287308533,30.20924852325762,23.596691302466745,65.14797382177372,11.744960687954924,3.622421949975627,26.887580896952226,35.45355019909263,-22.78954373865569,-12.416407153958305,-26.69945813949383,-28.71050111803625,21.353530571196416,77.17331452499337,30.76079935191845,62.799515058031034,-26.134110349274277,103.43965355191635,-35.58624746565753,32.84030389094375,2.8883311192864727,3.123382964043634,19.987821591588016,19.392281901392497,-20.616763180747014,-20.170921910555514,-36.87806649271477,-29.15507317805482,80.51605043404233,-10.092661070391145,-36.42332239311594,-26.069239738006758,Al8Nb88Ti28Zr4,-6.895827566802382,145.03729895719582,8.0,88.0,28.0,4.0
294.6942458591367,88.70431306016091,-101.93921442059022,-44.001684448926085,-51.79043605754344,-64.16802881122833,-54.44051637619079,27.82443105175669,31.45992350809621,42.60561550392407,-9.728794016958775,-6.135935692427946,14.509413715512409,37.03806608909761,2.030973863861056,88.06255635143485,-7.97363487949623,13.531666865803833,43.323390737353385,-18.015843442447906,-27.420744183321023,14.216968991319034,4.686748636564517,16.06647201083885,-15.178854394125434,10.490927158826414,-9.69155409106627,-39.038564335848555,-26.831768575263233,26.21358510556332,-26.877407664678472,-4.198871943301621,6.950493749415023,-5.382193410010369,3.1733838963050065,11.729152670925973,-2.8866107846151294,47.12728349389549,9.440443046962903,17.873791857118288,-21.82309971547603,-35.9889822546671,-6.323552647223828,-35.719834501055274,-10.116436475144056,-18.095456847677795,-0.10450720164047082,-28.353760114115158,-24.854872804680838,77.65019499991566,Al8Nb96Ti16Zr8,-5.59843969998451,148.2620955370905,8.0,96.0,16.0,8.0
373.55298178023924,9.419606752054705,-31.670645491067752,-2.8773728398822684,20.59385064829505,-10.8243449388488,-62.87154748616798,4.644357789646456,26.9062576801373,34.82401165111572,18.63363953844486,-17.92678360114636,52.89592273446267,-0.3706168644702083,37.72346256312286,-31.953166445402143,-5.744716818883806,-45.059193597755936,-80.74979893019767,21.501746749805516,-25.02061972724126,56.75895530954239,-29.65272808738868,13.420981455399291,-1.9114510265277254,26.61383677217898,47.35619505485794,-4.572947788883779,-11.771020026948921,-0.08235393297996757,-20.854970421495004,28.48760958180023,-32.2598991189137,-28.267136682748845,-7.259882834097218,14.337172179351567,-61.25234720591355,-51.26423943067751,11.949168144162908,60.33117170211612,-7.442845321373222,-22.83362560480614,-50.11992315999972,16.054648756721047,-45.59623668657597,21.673454120130263,-74.47121804909904,-3.442672847930585,-36.14066541307635,45.24960967578394,Al12Nb60Ti12Zr44,-6.2518300305889625,118.1515595707092,12.0,60.0,12.0,44.0
