"method","n","replication","full_mae1","full_rmse1","bound_mae1","bound_rmse1","inter_mae1","inter_rmse1","full_mae2","full_rmse2","bound_mae2","bound_rmse2","inter_mae2","inter_rmse2","runtime"
"Random",60,7,5.6958910319511,1.70366209078788,8.46123234056728,2.42275139116762,4.4358140720205,1.24514248763101,1.85828829185993,3.02824846801515,2.8272594549053,4.38999939610602,1.4167593443892,2.13710580420992,0
"Random",60,8,8.14550820155569,2.75926487363711,11.0574985787285,3.70442935412166,6.81575158951787,2.19630591516062,2.93833020127414,5.93902301324852,3.91063555731456,7.49641847167828,2.49432822714337,5.07118743969962,0
"Random",60,9,4.56470830159423,1.38038693449846,6.89138777369813,1.98923806856528,3.50375499942918,0.984860163554331,1.35129313887818,2.10006584841361,1.89185745540745,2.90487365868341,1.10479872332565,1.60422059065978,0
"Random",60,10,4.75061604385373,1.36183284615593,5.70533463594106,1.67472053454451,4.31620516102826,1.19259350508783,0.97634814675745,1.48525651827093,1.2960670944653,1.90571222308861,0.830871362832938,1.24789779346979,0
"Random",60,11,8.04411574439752,2.79478206422227,12.5912457994499,4.07948721270508,5.96469784281738,1.94220843927282,2.48896400173651,3.84361696944192,3.09312087986514,4.76363155986293,2.21268102488443,3.33947602382207,0
"Random",60,12,6.14723909086826,1.73958864455853,8.1686195528283,2.23723636884291,5.2235168128124,1.45663542435618,1.27940376102126,2.04087990880819,1.83125969234871,2.80999776529719,1.02721886676826,1.56852182875832,0
"Random",60,13,2.30106010848366,0.633970626879581,2.56844196730394,0.733784537259134,2.17922280805602,0.582846924547281,1.71819878467732,3.00577860859238,2.25131501104187,4.15526775291503,1.47527489252915,2.29866376593105,0
"Random",60,14,6.1016805904003,1.9737218726349,9.1602857613169,2.8976153410851,4.70597304328542,1.35715093452112,1.60886398717677,2.75369289781652,2.23462982665368,3.95754879430102,1.323313529998,1.97383754387853,0
"Random",60,15,7.1982098047197,2.34378870690294,11.6270330905562,3.52058521602685,5.17434402997441,1.5295994698102,2.44485483697721,4.37786710239943,3.60248057572398,6.1878842918277,1.91584770316213,3.22899744848526,0
"Random",60,16,6.44749778293448,1.91918520351886,8.29561714127582,2.3917858132395,5.60778264052596,1.66059312640811,1.53845038848822,2.45249425845769,2.06476968974374,3.26971872166138,1.29931091678073,1.97230334823223,0
"Random",60,17,6.09700920370466,1.78566789425869,8.24160697515728,2.43002019829627,5.12258554706348,1.39799366519497,1.68817921244187,2.68820790663116,2.18877900484498,3.54175703035778,1.46072570730423,2.19325218525289,0
"Random",60,18,6.66956593120043,1.94341148742465,8.78328823147049,2.62010036903462,5.70779145847267,1.54004149437907,2.319307188519,4.36122375679209,3.45271230805207,6.50563408018776,1.80359132977699,2.90121816518566,0
"Random",60,19,5.80563298953355,1.94847960886995,8.83580290560679,2.86349371099446,4.42587204704866,1.33854218794917,1.26996103707471,2.01386868154923,1.71040440034617,2.67340381683444,1.06940906578257,1.62727257465665,0
"Random",60,20,6.47423549769328,1.8183522408172,7.4845860046414,2.08128346599256,6.01484104332274,1.68528831156784,1.44906137915609,2.24865098674988,1.87480397260019,2.88930129167998,1.25548124525945,1.88673411526154,0
"Random",60,21,6.23172195441789,2.07977639314174,8.91620374154246,2.82517933647699,5.00234034462184,1.62821864174966,1.71102729729212,3.27828169284284,2.76441101813303,5.05468709192036,1.22862112837284,1.99200715914145,0
"Random",60,22,6.80756552917733,2.06679787231592,8.71223850129663,2.71924622031675,5.93904491705915,1.68752583357734,1.33044322553008,2.06430035884305,1.83941936985378,2.79290527633433,1.09835284629312,1.62713809419834,0
"Random",60,23,4.79959772820896,2.31494936098461,6.77791841675076,3.69701711349857,3.89749415424661,1.25305881701317,2.48701989648397,5.44095622015401,3.97919487910247,8.52220631187101,1.80659614486786,3.15995163272648,0
"Random",60,24,7.5108528842153,2.48478914812515,10.7169693850695,3.53559154857411,6.05097622796905,1.81482348414461,1.35128393880736,2.21361597543983,2.04930321847762,3.22473246006943,1.03344706303293,1.54798716577295,0
"Random",60,25,5.34374863282618,1.58751782972236,7.62241020173543,2.21734842659614,4.30766810340065,1.1960720806714,1.50243666193978,2.54560858077408,1.97742335727933,3.35763898436983,1.28646581594309,2.07377004091786,0
"Random",60,26,5.51373188604313,1.7708618308428,7.55422186397424,2.52734815488477,4.58527918798518,1.28703334703424,1.99849482283986,3.95509804659256,2.73228076283249,5.89829341817087,1.66461151875527,2.63260458250673,0
"Random",60,27,7.61028152837503,2.4818435596342,9.99382582186292,3.26989534693307,6.52339817407016,2.02303613739679,2.08960919778216,3.09807327462459,2.79204141896554,4.03822646946837,1.76930388991879,2.55708664797603,0
"Random",60,28,4.63272015043442,1.34539420409517,6.18381839321099,1.75321375478025,3.92694782906334,1.11134871360852,1.59903555548104,2.41314440304086,2.21834255371915,3.22475970082718,1.31724183943284,1.93421973492633,0
"Random",60,29,6.03295494740315,1.9482547257788,8.20671577393856,2.63287205321491,5.04528070776181,1.53969883994613,1.62242718114072,2.55432889059235,2.3130704615023,3.52956988460872,1.3086251434613,1.95671791751055,0
"Random",60,30,5.11351419897563,1.54067577945249,7.33099539864888,2.16795768581281,4.10162967219905,1.14547553059283,1.73935157791165,2.72662772761666,2.35779762559427,3.58126872146017,1.45714129969673,2.23035313444065,0
"QMC",20,1,5.66852993252834,1.59168447274034,8.16286816402606,2.23948270162104,4.52830877132336,1.18277604259348,1.86482767886411,3.27441942096363,2.92758509944981,4.81330917288231,1.37901605761826,2.24330218869453,0.00799999999999912
"QMC",20,2,6.04797715462012,2.63475631149387,9.26066313411494,3.9800598636778,4.58147205906947,1.6970017794322,1.67302293828216,2.63095522647854,2.34824930339001,3.55708459519761,1.36480018903092,2.07506902519673,0.00399999999999778
"QMC",20,3,5.09529022445433,1.64750686351625,7.62851305567625,2.40824900062222,3.93646950559294,1.14143431456742,1.65211923666059,2.58655002164126,2.43212637227285,3.65695509545377,1.29530560839749,1.90606183537153,0.00399999999999778
"QMC",20,4,6.60281962614899,1.91289066051342,9.37759756955325,2.5879028442272,5.33530552206211,1.50710180290017,1.55869531442843,2.36611407934998,2.2364786121603,3.24464551505712,1.2490849935623,1.8294349123043,0.00400000000000134
"QMC",20,5,6.19598707332645,2.00794554994358,8.79029174448135,2.70791268824867,5.01175648124793,1.58904121847722,1.61446980345086,2.56193618937947,2.38690220144396,3.52789504023489,1.26187510392053,1.96934032489772,0.00400000000000134
"QMC",20,6,5.37937866421928,1.82090987664632,7.33335986805578,2.53356923943011,4.48553155556231,1.37699995610375,1.37061372488394,2.30231924630557,2.17089258868521,3.37574261988834,1.00452681108788,1.58509856194111,0.00400000000000134
"QMC",20,7,4.34528663518766,1.24025606839673,6.40212759254689,1.75337700783492,3.40505585365253,0.914357308469145,1.38006129067736,2.13749876053326,2.01820739279116,2.99075745560116,1.08834957316352,1.60270126855619,0.00399999999999778
"QMC",20,8,5.91996955874463,1.90151763325518,9.25868927865177,2.76575976351434,4.39376159388312,1.33112309180202,0.977823635249959,1.51461011079919,1.32998051456989,2.01105334300259,0.816844373979771,1.22226998413276,0.00400000000000134
"QMC",20,9,5.68222891574428,1.60806695582442,7.54398798416491,2.07693453552883,4.83238576955673,1.34059504706717,2.27187756495601,3.65945884084237,3.38000664306088,5.11667596465974,1.76604632283001,2.7484403811866,0.00400000000000134
"QMC",20,10,5.8734587707855,1.76538526330263,8.6789099467139,2.45551429831182,4.58828001980152,1.33497343706493,1.57686009441457,2.57044445030618,2.38961800802862,3.64562488046181,1.20453524013327,1.88295437713298,0.00399999999999778
"QMC",20,11,4.75839080415169,1.41568499691073,6.69248830890481,1.934456455138,3.87426896577972,1.09986467266241,1.65680338197315,3.22697287517125,2.50094890347326,4.63469237271193,1.27092444438702,2.31394833142292,0.00400000000000134
"QMC",20,12,5.70846792967644,1.68611741953915,8.27066117334552,2.36643846135797,4.53889534411767,1.25876029507842,1.19069591586529,1.94963100099723,1.82020698791973,2.80925245338685,0.903340973376145,1.39057647363117,0.00500000000000256
"QMC",20,13,8.53364402061545,2.98280359537952,12.8135364155235,4.28260467908995,6.57720370521198,2.14014727781095,1.98262594365104,3.26835963750304,2.97202959701354,4.65157940758114,1.53034606905679,2.38209508138957,0.004999999999999
"QMC",20,14,3.70680959038873,1.17516812757316,5.15305044829122,1.6713538246925,3.04616909133347,0.857809121648379,1.55827561264447,2.96273908149219,2.46258572201397,4.41052281119677,1.14518820836449,1.97523439394238,0.00399999999999778
"QMC",20,15,6.4270603030353,1.96424484738419,9.89566501947122,2.86050276430298,4.84034990337909,1.37118478337086,1.94491930482889,3.78676118662185,3.01894898721828,5.65824457086492,1.45360530225273,2.50072191904184,0.004999999999999
"QMC",20,16,4.9809616956546,2.28913658473106,7.82250575848096,3.4588551435304,3.68387294376176,1.47344282756656,1.82530632207248,4.42322433636539,2.8460615998628,6.53503462756003,1.35935887942043,3.00021967662863,0.00500000000000256
"QMC",20,17,3.72135140875834,1.22736052306184,5.34857047683014,1.8270110673763,2.9764515270606,0.817296679990657,1.16352812313984,1.85430426202202,1.67053688263915,2.59300890783363,0.931432290205507,1.39087714266968,0.00500000000000256
"QMC",20,18,6.04972577901291,1.89462552880136,8.85303357804406,2.62955061650749,4.76917928273748,1.4390215299986,1.6397232577599,2.57555095394633,2.31164938721557,3.4968163414319,1.33278848194693,2.01940905085041,0.00500000000000256
"QMC",20,19,6.4763330344386,1.79215839113662,9.80822563807948,2.54649679284755,4.9532459063339,1.30986667352899,1.06029819947071,1.67812720339336,1.52127934779839,2.30765725285229,0.849572783966749,1.29194013021261,0.00399999999999778
"QMC",20,20,5.73603104965606,2.57432528301234,9.19248401875169,3.89473686645385,4.15825285282557,1.65167688531489,0.905767730346322,1.69629556201111,1.26099811911409,2.40597084911763,0.743614572973546,1.24438684553175,0.00400000000000134
"QMC",20,21,4.77300824153809,1.48255345032279,6.94174748220151,2.10420541839149,3.78162610093112,1.08568356455038,2.39629614470768,5.13079005506609,3.71807036004931,7.30135141650398,1.79208180375094,3.74027384074043,0.00400000000000134
"QMC",20,22,5.92512329515125,1.74538478039734,9.02016380191927,2.46734252251741,4.50929953864893,1.28649796241727,1.10820442695714,1.76060850018686,1.5515657151216,2.41230373379727,0.905389167149053,1.3622497285304,0.00400000000000134
"QMC",20,23,5.92810786544022,2.06586016527225,9.91793189607982,3.20638766538156,4.10426467858911,1.23248840076979,2.21189670567016,4.17438390454698,3.21464080592581,6.05211779218923,1.75351859641975,2.9406623084935,0.00400000000000134
"QMC",20,24,4.50651665457661,1.41280327016116,6.64917408276325,2.06772259480387,3.52845093121909,0.977496282102587,1.05065502396526,1.76320865178101,1.44014552239385,2.4053642288157,0.872863044213816,1.373675447823,0.00400000000000134
"QMC",20,25,5.28973486516768,2.18026297206598,8.17467588478583,3.36242989363967,3.97377426617205,1.3284151025034,3.42763085969195,6.33029965841272,5.2329498422752,9.1833983594565,2.60413788928354,4.45899226660597,0.00400000000000134
"QMC",20,26,5.56383259777402,1.96098222467622,8.62627024546467,2.91350135669734,4.16491600318259,1.31320927250057,2.29564850809792,4.22362850485446,3.56299634466886,6.27917015440091,1.71672605361608,2.82440163969668,0.00400000000000134
"QMC",20,27,3.5041277397932,1.04335306235369,4.6019878129427,1.43565831294146,3.00262702319041,0.802705330237377,1.39955866532765,2.3366141979149,2.14704520764412,3.33955750972119,1.05810801438335,1.69093707300611,0.00400000000000134
"QMC",20,28,7.78074906371167,2.52188217406783,11.7615277061881,3.66319581799238,5.95974511915244,1.76937949603098,0.95461421440462,1.44597849858677,1.24499622654554,1.91872647390696,0.821779199692851,1.16756535518084,0.00400000000000134
"QMC",20,29,4.28641710063168,1.21389244095322,6.09748912421704,1.68287429254285,3.4591223115592,0.923558373483357,1.05888785503183,1.56906442637441,1.42651786129699,2.04251627169455,0.890955059135752,1.29648727034733,0.00400000000000134
"QMC",20,30,5.3069659307049,1.60789637452403,7.97915772499049,2.33538915797344,4.08805050389845,1.12994384631825,1.92119784299109,3.06935645023508,2.77738427425361,4.29537641900311,1.53064995959439,2.30266060985235,0.00400000000000134
"QMC",30,1,5.09214336815064,1.44958125431943,6.77640720067801,1.92547409667511,4.32105278830033,1.16873890473953,1.79324882639032,3.53722721018306,2.89095476804713,5.21023896024335,1.29069649776427,2.41079853446921,0.00400000000000134
"QMC",30,2,6.7403824040282,2.24203905983249,10.111431738359,3.17268396001602,5.20034354221295,1.65064386823191,1.81473787743101,3.7461971825502,2.78043799784202,5.75532652086738,1.3735649467513,2.30498687129108,0.00399999999999778
"QMC",30,3,4.39461035327353,1.34366219658808,6.47675606965052,1.94470167516738,3.4413612739029,0.948986231045136,1.74769898706584,2.75162892033326,2.52114907203712,3.78654750197839,1.39359765033476,2.11509528251481,0.00400000000000134
"QMC",30,4,6.11264756746262,1.94545750861455,9.14815554234182,2.80691717920813,4.72391964606935,1.38269026227944,1.5552267939267,2.75262363165066,2.24682478275526,4.03686343354605,1.23882458203534,1.89417326723536,0.00399999999999778
"QMC",30,5,4.95470414427116,1.57040136422581,7.28900991218837,2.30045686429128,3.88829388401738,1.08404341399539,1.55657685891405,3.68157406627016,2.4358638864091,5.64473679304698,1.15488110820467,2.27807523898699,0.00400000000000134
"QMC",30,6,6.84065334685128,2.02829518214218,10.2786812766234,2.86997481576042,5.26553177741453,1.49169215861996,1.59038159862499,2.4820995692896,2.40698739947921,3.51419024846782,1.21625624626406,1.82358938386549,0.00399999999999778
"QMC",30,7,4.55303244726692,1.301080440182,6.80143544129133,1.82640074028621,3.52366737101409,0.9698677776364,0.96282343134375,1.52647492652014,1.41831513937628,2.14402402377623,0.754289970919817,1.13682794862972,0.004999999999999
"QMC",30,8,5.57186579827867,1.72695536184291,8.95903137485055,2.56409901711608,4.0211518198347,1.15662380215223,1.18115827609712,1.87503136632066,1.79050218019965,2.67125767969526,0.902188119956198,1.36326428371949,0.00399999999999778
"QMC",30,9,5.02805153971023,1.48319777149381,6.23685134758273,1.86354681108177,4.47542644302237,1.27197945615303,1.17958491618463,1.81753060522015,1.69085756044472,2.50631447901559,0.945847209884562,1.39351387104448,0.00399999999999778
"QMC",30,10,7.93310729440806,2.79402012169857,12.3820822914497,4.16470383587885,5.89627515210614,1.85465904044591,2.35570221702321,5.08245831506077,3.89915722975943,7.63897362036649,1.64907680729882,3.30785394692083,0.00400000000000134
"QMC",30,11,5.93988093278424,2.20864007315534,9.26419967635976,3.064763888094,4.41902369998515,1.67709482428332,1.10034901496032,1.77261737135552,1.50008755314933,2.37504254555279,0.917470869412996,1.41387827362234,0.00399999999999778
"QMC",30,12,7.61399790041569,2.07966418999208,11.5669583807295,2.95493432610506,5.80554058895223,1.51953705383191,1.2996078674717,1.9974949395393,2.01494437948932,2.86418533282511,0.972345413987135,1.43607123713925,0.00500000000000256
"QMC",30,13,8.54275026472011,2.73533484865671,13.0334689863158,3.80402491733236,6.48680698783833,2.0694336232836,1.65248523394503,2.94268887314296,2.34074094530987,4.29484233117245,1.33738763147188,2.04427743397307,0.004999999999999
"QMC",30,14,3.48632845245047,1.18146354399114,4.92279852731766,1.68183413405577,2.82961969981604,0.860735943296145,1.28312737405441,2.82693184795753,2.04251441808003,4.26476808959423,0.93595959995724,1.82481040164811,0.00400000000000134
"QMC",30,15,6.61652984043602,2.09417760148046,9.86918273673529,2.963279814779,5.12739853011418,1.54053682269409,2.43475081575964,5.33746202462906,3.92956070064518,8.01793174535019,1.75039614480957,3.47837714277814,0.00400000000000134
"QMC",30,16,3.98611612652772,1.29175151125769,5.81988821052707,1.91969973352147,3.14837096382408,0.864489306612639,0.970536739321299,1.49362063600986,1.28630386757376,1.91276240499868,0.826280871025297,1.25644030081547,0.00400000000000134
"QMC",30,17,6.58134299904585,1.98237449296835,10.0006525231362,2.87719750207593,5.01591286114278,1.39247828248097,0.999075871351754,1.56776418109596,1.44257905949492,2.18960772019439,0.796031001595459,1.17821390415519,0.00400000000000134
"QMC",30,18,5.92926696473172,1.87469885857303,8.62134276846074,2.72107693487281,4.69765734087806,1.3171752321844,1.27027336217617,1.97008400117832,1.72297431574675,2.58519043639083,1.06316520780215,1.6122473208991,0.00399999999999778
"QMC",30,19,8.64520749194346,3.01864681626154,14.7890387143521,4.61038330921758,5.83243535476557,1.88486817785074,2.02019389449897,3.75219746770521,3.21876596707712,5.56292538629036,1.47146297919466,2.5212807675485,0.00400000000000134
"QMC",30,20,4.90557591474973,1.53973550219245,7.61482901608896,2.26069052638407,3.66787374882038,1.05785910544055,1.02280216433636,1.99472301532572,1.53914909726001,2.99707573760321,0.786912901375053,1.3011873050913,0.00399999999999778
"QMC",30,21,5.41957347405646,1.83163378235346,7.35861501873022,2.54505032833981,4.53120775294026,1.38721490689236,1.25959825932481,2.10285558694564,1.7941738901846,2.87882319645817,1.01468413301103,1.62818287402269,0.00399999999999778
"QMC",30,22,6.06657419651937,1.74128804016707,8.03950507288212,2.28648011058056,5.1633259143448,1.42364061097323,1.57454838028033,2.56480494044872,2.24609260728433,3.66358190688809,1.26710163862667,1.85609268610345,0.00399999999999778
"QMC",30,23,4.17978004720404,1.21003033054862,5.9718326640629,1.6824801850746,3.35992599765675,0.915956887630784,1.84727482463477,2.96694664562867,2.67648160702309,4.16712405899083,1.46791735931392,2.21034757890285,0.00400000000000134
"QMC",30,24,4.67538997086323,1.50026090613154,7.23787387097437,2.25127919493764,3.50473822490457,0.98165174365703,1.15216418985513,1.79307592653733,1.6190117009614,2.49475627133808,0.938888370268789,1.35669624311236,0.00400000000000134
"QMC",30,25,4.54105288330702,1.35029907360885,6.1937393124353,1.81826151647271,3.78549684189833,1.07024912128863,2.03606804844406,3.57474471646372,3.24516985443823,5.18630313222768,1.48330488775247,2.51476959887421,0.00400000000000134
"QMC",30,26,5.33262687755682,1.90202423917675,8.52327022039767,2.8842159583548,3.87396550588008,1.21183536883905,1.8773747038992,3.70035882935218,3.01022969883838,5.59888697534748,1.3594691772484,2.37094958640183,0.00400000000000134
"QMC",30,27,4.70175104449669,1.43564265614044,6.92524786750017,2.04996562256827,3.68596302808431,1.04059490386395,1.59964406610828,3.26822845743289,2.44296405816896,5.02793857757027,1.21437958851885,2.0029831314108,0.00400000000000134
"QMC",30,28,5.85808191126722,1.79942981051115,8.87648078108946,2.56954111585131,4.47619690619757,1.30290730302908,1.28073314161013,1.94413181275356,1.82130062095788,2.6664911457852,1.03325024549344,1.50162080702501,0.00400000000000134
"QMC",30,29,7.99335594686516,2.38027408726514,11.9120614811125,3.45109104983718,6.20057008164461,1.6759955554988,0.881273400302191,1.33545008674217,1.20951271465217,1.77867137429985,0.73110574977742,1.07329986543145,0.00399999999999778
"QMC",30,30,5.09136601124042,1.84267203789662,8.41400241123892,2.85909091933599,3.57344423905863,1.10100297324166,1.80440577380729,3.35359581287097,2.8199667511002,5.01478357816193,1.34045428082666,2.21265245676001,0.004999999999999
"QMC",40,1,5.88196140955013,2.01723636256769,8.61926330147573,2.91052283051213,4.62774821360843,1.4325925748127,1.68891771873831,3.63456247802107,2.64732081219882,5.35312880055134,1.24978390949526,2.47645263195661,0.00399999999999778
"QMC",40,2,6.53211361568188,2.53130863969094,9.96591137547825,3.67190230367298,4.96101457344476,1.78052592376448,1.84816695173003,2.99084212705861,2.7566336992268,4.3095665989408,1.43250728370663,2.13079729070122,0.004999999999999
"QMC",40,3,4.13193138340492,1.25694902126405,5.61780269382696,1.69497340103595,3.45062940362621,0.993502811406948,1.32990863705531,2.30944000203336,2.02069493850201,3.4221903300804,1.01316917820812,1.55213704515634,0.00400000000000134
"QMC",40,4,6.80572368836713,2.14288798876888,10.8549132654026,3.17974007834629,4.95173572201049,1.43704758079362,1.6080324984735,3.19767087285971,2.49760831098061,4.88764040822121,1.20072559911176,1.99219585128089,0.004999999999999
"QMC",40,5,5.30622997891075,1.82949552021175,8.26082053456031,2.74835267972775,3.9563162647954,1.19382160380658,1.50908488361764,3.15551334663029,2.32299250115875,4.73997745576875,1.13722115690232,2.0595032742277,0.00399999999999778
"QMC",40,6,7.82062267938536,2.28760891334784,11.5934484857696,3.18662620932111,6.09317240541786,1.72620856953303,1.18482886572803,1.90633595172774,1.82060147856713,2.76172939549305,0.893729930714525,1.34381592411627,0.004999999999999
"QMC",40,7,4.46467048495766,1.34438993643698,6.3790052055332,1.85343728455723,3.58690938550095,1.03004092436184,1.28018445580023,2.27098839540842,1.95191714758645,3.42188758466259,0.97218146147225,1.46737788140943,0.004999999999999
"QMC",40,8,4.66566202702965,1.52675339322148,7.28790077435787,2.28817287943684,3.46416998498999,1.00001746071084,1.20331611435197,2.37298709193294,1.85931476239638,3.63600258160437,0.902741974786234,1.46752665596606,0.00400000000000134
"QMC",40,9,5.36177341298605,1.59659892000469,7.87167639677762,2.23192937736237,4.21257310014738,1.19809126522201,1.19747078176342,1.85496994507119,1.69488075438116,2.5372865731535,0.969723454542882,1.43830774819168,0.00399999999999778
"QMC",40,10,7.6191303094078,2.3155343254312,10.5557045010329,3.04712385958737,6.27361189477393,1.88787868535375,2.10662301481738,4.75445688803114,3.41165794353148,6.98043556595267,1.50866484528327,3.26130505703088,0.00400000000000134
"QMC",40,11,6.12388992989717,1.90248746747442,9.4643552912425,2.69502544523374,4.5944029883399,1.39682819968877,1.89027198869855,4.64548890400911,3.11197426990998,7.15869694116891,1.33089552959614,2.82795511557579,0.00400000000000134
"QMC",40,12,5.86794046045349,1.59576264676416,8.75776413898861,2.23918177627261,4.54573119503366,1.19058378289167,1.62992024248599,2.71893107445799,2.55605487110041,3.92564065192744,1.20617681617396,1.92976709259879,0.00399999999999778
"QMC",40,13,5.9633904110899,1.75403716833211,8.40974432247434,2.36728729139341,4.84168777683403,1.38483978633675,1.3994308401632,2.369764311936,2.14991061342197,3.48930749896109,1.05532071991339,1.61496970460349,0.00400000000000134
"QMC",40,14,5.1677720404109,1.76024290752312,8.14563129019517,2.64550721809689,3.8052829998419,1.14626963156536,1.52359601709781,3.7075106381253,2.41764475315455,5.59485471551916,1.11453316273351,2.39012913300136,0.00400000000000134
"QMC",40,15,6.55318870723785,2.14968755949872,10.6613085255502,3.25229466708224,4.67087601756502,1.3755132722591,1.9622768469015,3.54471785320904,3.07526237836407,5.27863531028842,1.4523144110554,2.35693486791662,0.00399999999999778
"QMC",40,16,5.89958614689123,1.95349635893554,9.09955575170352,2.84898686721172,4.4354727852451,1.35958173079529,1.38167506359839,2.18227619266118,1.91176508822467,2.94830029433623,1.13913779488074,1.72166536356315,0.00399999999999778
"QMC",40,17,4.96817714910714,1.60730906787151,7.0535335800833,2.34607746469409,4.01199914432099,1.11546914994181,1.01163819937879,1.80760898428958,1.52067010142891,2.69304388482341,0.778236800344604,1.20009633760605,0.00400000000000134
"QMC",40,18,7.04580717821416,2.29145389025051,10.5259259681223,3.32419549943214,5.45010248642893,1.60983426805352,1.17226713155337,2.05823199283866,1.79576682665985,3.04584558082152,0.886379939514638,1.38743813241475,0.00400000000000134
"QMC",40,19,8.70670783455727,3.26479686684272,14.6000662751766,4.9858693329071,6.00641089382071,2.0377824388208,2.2036976266368,4.45103436427716,3.59551108023323,6.67610185246111,1.56597812447336,2.9098918708156,0.00399999999999778
"QMC",40,20,5.02913455491979,1.58138211313037,7.62805668408188,2.30421205945816,3.84087289147449,1.10300921434924,1.67581790519952,3.36371556698756,2.67333649278886,5.11492221742964,1.21973917821254,2.12742800525044,0.00399999999999778
"QMC",40,21,4.59490359974472,1.36588528301592,5.99762439899133,1.76557364664028,3.95218642564472,1.13673410851505,1.16423784050665,2.06313564331187,1.60585367443417,2.95353174041198,0.961892455044245,1.48656029575506,0.00400000000000134
"QMC",40,22,7.38201388795582,2.33142787645666,11.2272306461782,3.3715250906355,5.62141822747882,1.64914031192273,1.45960020600579,2.32478220149019,2.0939619018532,3.23946599500671,1.16914728251492,1.75336489121563,0.00400000000000134
"QMC",40,23,5.15500697769972,1.46129822502255,7.1981102242013,1.91905114017047,4.21887090151742,1.19432007324327,1.8231012162224,3.352986354868,2.68443498840897,4.82089533461574,1.42844391284887,2.39684781674217,0.004999999999999
"QMC",40,24,5.18089829581786,1.52948356995808,7.85541087468892,2.24271712720685,3.95807567631162,1.05318846514007,1.20937371381795,2.12935033105584,1.7419048547048,3.12800129550197,0.96589341396354,1.46070006023836,0.004999999999999
"QMC",40,25,3.93710542285284,1.15886006771376,5.68007818133043,1.64256757457065,3.13848710446498,0.849748216768503,1.51272900950472,2.60941672738843,2.37103098268943,3.91361725181987,1.11946085590921,1.70617937949988,0.004999999999999
"QMC",40,26,5.01337711368806,1.52669577601711,7.79606996038959,2.23921742756273,3.73927548083031,1.04986162712135,2.02150470341036,4.36276330908966,3.32498647962445,6.74181951796924,1.42468415907926,2.63393109723057,0.00400000000000134
"QMC",40,27,5.51636551804497,1.6757081992022,7.86958475929024,2.33700811830375,4.43967412422403,1.26248418778206,1.37066293129146,2.27511464772618,1.98874167877836,3.18937991381172,1.08786732242561,1.7000820780053,0.00400000000000134
"QMC",40,28,5.13091645268194,1.79462410401634,8.08840810636645,2.73228318970785,3.77581379853912,1.12950644791473,1.17009905343315,1.93793581023484,1.76184886121326,2.80059727428473,0.898963297525821,1.37208450141473,0.00400000000000134
"QMC",40,29,6.88728805588751,1.99869071587706,10.4276509658585,2.87782918418989,5.26627473785284,1.42542233209614,1.49046974814338,2.41499321461997,2.27497779737112,3.44004324962981,1.13126985021145,1.75619271334911,0.004999999999999
"QMC",40,30,5.67066658818294,2.21917938199845,9.30454705431465,3.4836774897592,4.00683472079004,1.2739572459062,1.42875827608151,2.64188102493793,2.28271171741154,4.0614553650832,1.03776166455367,1.61942316427305,0.00400000000000134
"QMC",50,1,4.65994156426308,1.46218057482744,6.51535222485022,2.07917668145581,3.80911098512116,1.06583343245738,1.29314265981909,2.23360648641681,1.92766626119859,3.29365445364914,1.00217091178025,1.51729305346708,0.00399999999999778
"QMC",50,2,6.71062275058718,2.30805990076237,10.0976904283493,3.32082160881884,5.15964226514729,1.64824506351398,1.64151057953875,2.81275311177499,2.62194394914995,4.21298614422979,1.19255792544069,1.84574847095629,0.00400000000000134
"QMC",50,3,4.06723080611232,1.20273375543346,5.52643596567034,1.66920625013027,3.39856494830857,0.912509367105879,1.48586658982638,2.38727671208466,2.24983619198325,3.43687540484806,1.13578532399743,1.70231019819909,0.00400000000000134
"QMC",50,4,6.36009736149871,1.88696203430695,9.64931195418723,2.68934775681785,4.85284837549124,1.37039591954907,1.7282794555479,3.0613551201361,2.59402072537799,4.48599337388985,1.33156236265988,2.10826715564513,0.00500000000000256
"QMC",50,5,5.50474324355992,1.87369268087969,8.4321794799522,2.79892385830391,4.16519151869372,1.23792910874317,1.32566656153316,2.25161212774067,1.92961273252128,3.21637668654731,1.04930968481754,1.6296771375421,0.00600000000000023
"QMC",50,6,4.87497050758249,1.54234531348063,6.6143639339839,2.0738548794379,4.07734163340515,1.22370019321449,1.38606967409658,3.21200076401396,2.267428573355,5.01021149939683,0.981907340324814,1.8806669081819,0.004999999999999
"QMC",50,7,3.2266801636841,0.96092849825206,4.5393276468645,1.35225217375747,2.62431295610604,0.71273476856885,1.16420149837111,2.00639970193135,1.74649179446099,2.91422811899618,0.896991463575139,1.405602000325,0.00399999999999778
"QMC",50,8,5.75369941761867,1.79612530867817,8.18404227034095,2.4901856873395,4.6384275290042,1.36413813209947,1.37089981625027,2.88422609046861,2.15788086888613,4.42087189735355,1.00975824155686,1.77974867439102,0.00400000000000134
"QMC",50,9,5.41945438242058,1.61561946435593,8.0698537715072,2.34763776372471,4.20580348371425,1.13214011806171,1.25418073156518,1.83441647091735,1.71201195847173,2.38164516718553,1.04453410914333,1.51941143245052,0.00400000000000134
