"method","n","replication","full_mae1","full_rmse1","bound_mae1","bound_rmse1","inter_mae1","inter_rmse1","full_mae2","full_rmse2","bound_mae2","bound_rmse2","inter_mae2","inter_rmse2","runtime"
"Random",30,8,6.13061845161491,1.7582547391334,8.53734539384605,2.38696163642033,5.03347365560338,1.37964330134092,2.24486610849325,4.01295052231335,3.39138537270475,5.86906922591815,1.72220704726611,2.78247861019699,0
"Random",30,9,7.68288503703036,2.71966412206332,12.0291647644366,4.10057469777713,5.70156422274908,1.76157994506776,1.3426287211674,2.09086285958277,1.74388873208002,2.68058336523616,1.15970795641618,1.7575502824197,0
"Random",30,10,7.37754208427981,2.09168350740971,10.0585413025147,2.73689492413446,6.15449349142833,1.71869044050382,1.70524289210187,2.60632735092966,2.39764615676272,3.5024172364329,1.38937452751251,2.07262107561546,0
"Random",30,11,5.45023218914627,1.5568470599723,7.45605622980244,2.02670398433014,4.53388636735277,1.28629748326739,3.31688150563232,5.4508785090896,4.48357994010807,6.94783076211287,2.78388398737786,4.60792277741097,0
"Random",30,12,10.6541899767724,3.23401631950785,16.1594980479074,4.48604610502984,8.13733699144472,2.45763845585433,1.56934007106391,2.54128285781195,2.46540538641217,3.70751481501371,1.15968730779578,1.76818607004346,0
"Random",30,13,6.27265113138972,1.82163195444317,7.92541694238174,2.33560124287,5.51921152146262,1.53111029491943,1.90582832631861,3.93866590619395,2.68722417187314,5.33900492387209,1.54961658890381,3.09685836568055,0
"Random",30,14,7.42271497362365,2.14118930726809,11.2024058938405,2.95245619827245,5.69845275454392,1.64303667349369,1.91942585706348,3.15760561491319,2.91489216728804,4.43763861660953,1.46530275935041,2.35272324090827,0
"Random",30,15,5.40435030827795,1.87485912928354,8.15565743607768,2.80938032957631,4.14833216498104,1.23153745071871,2.86656956265066,5.44055703567963,4.12313174804075,7.80647806727158,2.29292771544151,3.91046863702386,0
"Random",30,16,12.585000611628,3.91814262563212,15.9667752954606,4.58323378781068,11.0466631772897,3.57488513702934,2.92836106880381,5.09593530944781,4.03991743149228,6.61042473639061,2.42272455455718,4.2312798944808,0
"Random",30,17,10.0413035922948,2.91876719241856,12.327080856363,3.46949635368106,9.00152505569209,2.63036205162618,1.38879993984303,2.15362131664263,1.99232207423236,3.01636724038449,1.11426340841136,1.61526993607394,0
"Random",30,18,13.8088050174868,4.22381547939571,16.6851882207778,5.4304237943284,12.5003654049133,3.54141906882639,3.53224079540416,7.49074317190869,4.5712785075555,10.4763813740423,3.05959233188198,5.63110880895862,0
"Random",30,19,9.00701745839798,2.9132992797841,13.6715856227928,4.16964776153628,6.88059979239452,2.10492791261601,1.75560038449878,2.71697154679534,2.16546947646907,3.41235747880541,1.56875503307546,2.33214927397548,0
"Random",30,20,5.27755881345154,1.43994432819569,6.1292770059807,1.67671639814238,4.89039689338248,1.31833160881206,1.10662058345274,1.66401451831125,1.41557820174902,2.15783183692347,0.966179031577043,1.38240556235691,0
"Random",30,21,9.09980609635195,2.9583475276532,13.6747554879371,4.17102791857906,7.00828371737631,2.19073052120811,1.36937376386591,2.27867045529641,1.89691508141864,3.21861647722428,1.12819853392232,1.68228412735412,0
"Random",30,22,10.7411387276853,2.89468421702627,12.0182437889548,3.35740457102593,10.1593654435189,2.65731665869962,2.05191862753295,3.17401801681342,2.78268049201467,4.24734946794961,1.71902688453066,2.53884649818363,0
"Random",30,23,9.11439579286635,2.84911318261736,12.8351040107804,3.88746758470402,7.42308926648257,2.22211103568377,1.46409020114849,2.19930464939232,1.94274768075047,2.87755047253317,1.24650890432562,1.80878670197698,0
"Random",30,24,6.2784175903584,2.20671557650825,9.64744204753176,3.23474211390217,4.74040105971944,1.52179339838893,1.22048563963824,1.87692849818282,1.50149705947258,2.36895953093163,1.09219918327747,1.60285595622124,0
"Random",30,25,5.39198938373831,1.66464479239987,6.9555662559006,2.1361932954216,4.68124088815394,1.39868988794685,1.68472943445689,2.99177643038964,2.20439213106521,3.94969255538484,1.44850857035899,2.43478164748937,0
"Random",30,26,10.5090865572253,3.16821278674683,14.2877954985478,4.03596373747409,8.78404214448653,2.68024037719542,3.19045885379525,5.57454039990816,4.05114228027641,6.51612829048617,2.79754234208621,5.08707356761697,0
"Random",30,27,6.07856749603946,2.55953562124432,9.25343651591688,3.94723920933881,4.63125290373781,1.5604463313051,1.66529996872587,3.15968946742105,2.29117621935435,4.65008587579493,1.37998431480807,2.16275580775426,0
"Random",30,28,6.13986990038959,1.71348436010612,7.79250476141395,2.12325973716171,5.38810187629254,1.49025105467517,2.37383666273784,4.79030385665354,3.40010309405528,6.86093678570881,1.90699773451238,3.46014083281179,0
"Random",30,29,5.39147819832578,1.61546627364013,7.07364440260312,2.09161480246614,4.62682305389431,1.3443837385951,2.13156847671343,3.28843901570612,2.34667313303782,3.7775931771451,2.0337892670067,3.04017756381543,0
"Random",30,30,6.13497261768897,1.73147032855543,7.439466747349,2.16235946268131,5.53987370874036,1.49418459618474,1.76161991714269,3.15564105740471,2.66077058777943,4.68305143862825,1.35143517892865,2.12040967790221,0
"Random",40,1,7.99643959514823,2.33702994210669,11.8601598485016,3.27122054964749,6.23115643348174,1.75157031433607,1.37256455327084,2.29052037680006,1.87273506800519,3.20005107902295,1.14404319827464,1.72187746841057,0
"Random",40,2,6.95221614863822,2.17466513967257,10.8225081704514,3.15952514447406,5.18771640637467,1.5277708621109,1.41454517911624,2.38558252993355,2.04184315943855,3.34660596725558,1.12855458244736,1.78311779450799,0
"Random",40,3,7.03558785250827,2.11566303363468,10.9374359425525,3.08252249402186,5.25415743253512,1.47695462519773,2.8203604657713,5.14713443363392,4.27944471108678,7.46243940464007,2.15419996953344,3.62818132132507,0
"Random",40,4,11.2748261145375,3.90662256946735,16.0514713857406,5.25447640640712,9.10022362529848,3.10487744896062,2.32431778651566,5.43125832616786,3.87093929217964,8.36965033024294,1.62020710105119,3.32216131494925,0
