"method","n","replication","full_mae","full_rmse","bound_mae","bound_rmse","inter_mae","inter_rmse","runtime"
"Random",70,13,1.162974864782,2.85619683252242,1.16554410312933,2.86101425150731,0.539384014479503,1.21366167063635,0
"Random",70,14,0.963063476003164,2.80517608273962,0.96385829345331,2.80927375596191,0.770149926318632,1.51164947144764,0
"Random",70,15,2.17459313996072,6.85552434380626,2.18027146193746,6.8685860327179,0.767552273475756,1.60594673426122,0
"Random",70,16,1.00245544566311,2.6340198841827,1.00401577008371,2.63804228344417,0.623742418434388,1.33827476053428,0
"Random",70,17,1.47960883068277,3.85367852057239,1.48368120306386,3.86099000016021,0.491185877042085,1.07721083049544,0
"Random",70,18,1.13671008255674,2.87664262229561,1.13770648294318,2.8804536083874,0.894869474478476,1.71751840993886,0
"Random",70,19,0.825018269701127,1.92331299179016,0.826476797918693,1.92622802666326,0.471012635180066,0.987675688736319,0
"Random",70,20,0.91546629511446,2.1704335989725,0.917405365544658,2.17413867521922,0.44482620069925,0.896558452755433,0
"Random",70,21,1.02813317276719,2.40126815584383,1.0306230337293,2.40544951875158,0.397986446292165,0.824272159763355,0
"Random",70,22,1.45491619780861,5.17949937975755,1.45885010512313,5.18963298453725,0.500100693900259,1.15047826538242,0
"Random",70,23,1.1848523009072,3.08477318470615,1.18725880593514,3.09003932142432,0.600759151983678,1.27412182315275,0
"Random",70,24,1.12864141788499,2.74123387399743,1.13157057793274,2.74634092727729,0.417692429150924,0.843927442046084,0
"Random",70,25,2.17206917348659,6.3276243399936,2.17664321867241,6.33885421678623,1.01444646103303,2.00978770603786,0
"Random",70,26,1.20840329305609,3.15186217048692,1.21151822939199,3.15784053612494,0.452363745241835,0.882404261228848,0
"Random",70,27,1.13184825270761,3.00526958214148,1.13388345360303,3.01021753863118,0.637875921090161,1.3443986804206,0
"Random",70,28,1.22916934703552,3.24933103766048,1.23209334777334,3.25513277045303,0.504626330874986,1.09872570708669,0
"Random",70,29,0.924775598675012,2.20608090303406,0.925326743914318,2.2083883694391,0.791004775592282,1.54740010860487,0
"Random",70,30,1.0508895619684,2.67751263083783,1.05329348069144,2.68228814507299,0.467424146189406,0.978062566500282,0
"Random",80,1,1.22624688960792,3.00430926551949,1.2291853723694,3.00958402576774,0.498727532580314,1.08262365179582,0
"Random",80,2,1.12921334454709,2.93301717903688,1.13180454739724,2.9382238458921,0.48767470556531,1.01689098993945,0
"Random",80,3,1.31781265419317,3.28434728659709,1.32105417924938,3.29036418449428,0.531709751275287,1.09242243793115,0
"Random",80,4,1.08081914318868,2.73417471428744,1.08354237970926,2.73920628007164,0.420406498820107,0.892781491397496,0
"Random",80,5,1.17533072440974,2.93861028842964,1.17806352102329,2.94380812700303,0.512599659942535,1.10474976923983,0
"Random",80,6,1.24605203354208,3.92980529855989,1.24838959955159,3.93678904003201,0.679168423520959,1.45611839039804,0
"Random",80,7,1.35185196245815,3.26846087307904,1.35473863391972,3.27407035384397,0.637160219765431,1.26351805227379,0
"Random",80,8,1.12723293166496,2.81320679806136,1.12972864554421,2.81812680434768,0.509335770395152,1.02690795579742,0
"Random",80,9,1.63297293746817,4.32150967076053,1.63736243293241,4.32945743084201,0.52299094614023,1.13534267513429,0.0010000000000332
