"method","n","replication","full_mae","full_rmse","bound_mae","bound_rmse","inter_mae","inter_rmse","runtime"
"QMC",70,14,1.33416895878462,3.51171267171824,1.33767886335953,3.51814215969637,0.46444385432653,1.06411802342982,0.0109999999999673
"QMC",70,15,1.63541167581674,4.2178727493674,1.63947461110535,4.22546542918608,0.607143266071413,1.25131172342375,0.0120000000000005
"QMC",70,16,1.09861598695623,2.85591997283864,1.10104550286792,2.86085022847965,0.470322045968589,0.931320019304211,0.0110000000000241
"QMC",70,17,1.3943567462389,3.99869336890361,1.39772164248623,4.00581016930734,0.524165316712013,1.1213956886127,0.0120000000000005
"QMC",70,18,1.73423128760697,4.8332348529502,1.73827675626525,4.84200896620819,0.752338251833424,1.66004049330355,0.0120000000000005
"QMC",70,19,1.50367929343954,5.41896408430441,1.50736215033137,5.42912502529828,0.571603065177031,1.21178051995924,0.0120000000000005
"QMC",70,20,1.24572697668546,3.17283482578838,1.24879754868779,3.17850971706085,0.468610934816982,0.972052636649037,0.0120000000000005
"QMC",70,21,1.17735778383385,2.91065506569079,1.18016811511732,2.91580586254973,0.480981111218534,1.01757449705439,0.0120000000000005
"QMC",70,22,1.48970871779224,4.00087634490196,1.49344207677834,4.00803622474012,0.524229619996315,1.08519650819913,0.0110000000000241
"QMC",70,23,1.74294796677533,4.67921097474236,1.74798782036168,4.68803353574915,0.467436085719523,0.989586324530914,0.0120000000000005
"QMC",70,24,1.59890577256331,4.00492659276452,1.60329085701423,4.01239384807183,0.512318387994485,1.09763358556013,0.0120000000000005
"QMC",70,25,1.48159520016702,3.99845406228455,1.48565951284873,4.00615609860341,0.495128450705495,1.0118610233346,0.0120000000000005
"QMC",70,26,1.23814246090008,2.92330482912695,1.24122175796132,2.92851624410036,0.475118309932067,0.994479792859288,0.0120000000000005
"QMC",70,27,1.22013846294427,3.11734092888196,1.22309864623797,3.12278534441468,0.454609322470208,0.965341345099663,0.0109999999999673
"QMC",70,28,1.42055619529482,3.91177214598517,1.42453451849912,3.91938201367283,0.454960320421824,0.91522389199176,0.0120000000000005
"QMC",70,29,1.67566455809447,4.46567423418675,1.68028411606071,4.47387804971865,0.481006697957358,0.988073178401407,0.0109999999999673
"QMC",70,30,1.38987250839551,3.86941388687673,1.393831722081,3.8768917517011,0.408812350577149,0.786655418840652,0.0120000000000005
"QMC",80,1,1.35816083323766,3.86452442243182,1.3616123086113,3.87165317671909,0.485378177585472,0.994391328643488,0.0110000000000241
"QMC",80,2,1.21200847185393,3.53576657191206,1.21467254095932,3.5421381920844,0.552429362510002,1.15594170118045,0.0120000000000005
"QMC",80,3,1.91448194651522,5.45137322168621,1.92030757427835,5.46184050996786,0.44134181960292,0.91182178330335,0.0110000000000241
"QMC",80,4,1.50668613324583,3.92320596949893,1.5104047093114,3.93008364068714,0.524403606769503,1.06013415482492,0.0120000000000005
"QMC",80,5,2.31705021986165,6.19390660876781,2.32413438592484,6.20595453004852,0.56312877205072,1.17361550478738,0.0109999999999673
"QMC",80,6,1.57772051026716,4.22658036217448,1.582146645639,4.23450821362958,0.458473299750845,0.949603409170641,0.0110000000000241
"QMC",80,7,1.36785675441382,3.95823912543996,1.37125594683083,3.96541038846781,0.489534992052702,0.992571284065791,0.0110000000000241
"QMC",80,8,1.36845777735977,3.89344672164986,1.3715276171402,3.90053335183991,0.608416611722128,1.21825433865226,0.0120000000000005
"QMC",80,9,1.34656376455062,3.24940986060364,1.35025186918171,3.25542662154057,0.433450526304161,0.932060374519235,0.0120000000000005
"QMC",80,10,1.27376941859454,4.49066527482965,1.27745815428253,4.49965294348694,0.37921337409711,0.75548976989702,0.0120000000000005
"QMC",80,11,1.42600311043707,3.95884266717367,1.42984642816661,3.96633151509767,0.474461695899838,0.98906996706984,0.0110000000000241
"QMC",80,12,1.80111109840387,6.11780408516044,1.80636312768253,6.12956352576902,0.473018162726917,1.00414045432398,0.0120000000000005
"QMC",80,13,1.54946007042309,4.20416394011594,1.55383769652793,4.21229274609047,0.487841070344983,1.04090275347705,0.0120000000000005
"QMC",80,14,1.24129630117702,2.97966862148081,1.24395169805989,2.98458734977165,0.583864289592488,1.27089854925849,0.0120000000000005
"QMC",80,15,1.34606521427997,3.43254935701298,1.34923007247883,3.43854786343938,0.545760114418037,1.1661593268035,0.0120000000000005
"QMC",80,16,1.10425181233618,2.81952521843263,1.10670332538587,2.82435260575333,0.470802157802816,0.953836339379203,0.0120000000000005
"QMC",80,17,1.30066475054764,3.27682427636153,1.30381135515896,3.28247337604279,0.487609480763027,1.07847731448147,0.0120000000000005
"QMC",80,18,1.89120342988904,6.0157332040991,1.89633850758201,6.02742361495542,0.645894690593709,1.43044309028198,0.0120000000000005
"QMC",80,19,1.30492471173677,3.96396158610727,1.30757612759373,3.97081260153836,0.619821910088122,1.29093550378167,0.0109999999999673
"QMC",80,20,1.44167660938379,3.66259314559794,1.44572243054649,3.66942156193172,0.418600343030418,0.868486940953653,0.0120000000000005
"QMC",80,21,1.44900680233527,4.63661911751521,1.45296718142882,4.64541127122766,0.447536471977807,0.928207097996797,0.0120000000000005
"QMC",80,22,1.60571493187739,4.41586054188475,1.60967082807234,4.4238281234833,0.583545754198972,1.14064967421754,0.0109999999999673
"QMC",80,23,1.63437579126489,4.56444566221136,1.6385994866686,4.5728226718887,0.566320049283896,1.21596068095516,0.0110000000000241
"QMC",80,24,1.52666224928875,4.00721991904278,1.53060879204451,4.01458740826892,0.549564038673796,1.19394016366652,0.0110000000000241
"QMC",80,25,1.54084741012761,4.2883729230119,1.54535350236517,4.29666717125534,0.425214073645954,0.872130242315904,0.0120000000000005
"QMC",80,26,1.40446386596304,3.67061329251148,1.40819926972404,3.67732968079283,0.459883574481386,0.996863941846603,0.0120000000000005
"QMC",80,27,1.35918020092405,3.80862788277934,1.3627718335428,3.81555369554062,0.431133563828347,0.928246357468046,0.0120000000000005
"QMC",80,28,1.277138245151,3.28884239292942,1.28053842894385,3.29509896939472,0.452558979632297,0.909273226098912,0.0110000000000241
"QMC",80,29,1.57458782569234,4.06614239306563,1.57895062667095,4.0735581024234,0.447277990220515,0.967774599183922,0.0110000000000241
"QMC",80,30,1.6249379979145,4.68893525786923,1.62968570222829,4.69802614713423,0.44948553822605,0.926490924582922,0.0110000000000241
"QMC",90,1,1.27877267944937,3.76629474316998,1.28198850649241,3.77323530872829,0.466263187192253,0.981658609684892,0.0120000000000005
"QMC",90,2,1.49838466901507,5.15760088942372,1.5017941290364,5.16732413791521,0.654969496238258,1.32906828871532,0.0120000000000005
"QMC",90,3,1.73812801769331,4.7032214953003,1.74339343874773,4.71221732938897,0.407768974689754,0.848584598986623,0.0120000000000005
"QMC",90,4,1.53706818572214,3.97726987624435,1.54088023865007,3.98424142476562,0.530940349610293,1.08134336922036,0.0120000000000005
"QMC",90,5,1.61383980494403,4.02545686117835,1.61835246160424,4.03292549939954,0.473673893454307,0.998974698410888,0.0110000000000241
"QMC",90,6,1.55840296228145,4.85011291216097,1.56250944742594,4.85901055762314,0.498215623672219,1.1047080605961,0.0120000000000005
"QMC",90,7,1.4353029373944,4.02414605195293,1.43910761566256,4.03152234781332,0.45303426103155,0.923472277000443,0.0120000000000005
"QMC",90,8,1.34695957145711,3.79877167288702,1.349860351912,3.80556204456064,0.629379006429127,1.28730272936013,0.0120000000000005
"QMC",90,9,1.52590428845982,4.40235461084528,1.53002922530748,4.41075771611076,0.505498035770145,1.02992690759384,0.0120000000000005
"QMC",90,10,1.24301709232227,4.9080726297993,1.24618157976203,4.91777520880104,0.476242411257181,0.9943162076259,0.0120000000000005
"QMC",90,11,1.44895322484219,3.92677494272197,1.45286413399226,3.93415816964598,0.481492073843175,1.03060696395641,0.0110000000000241
"QMC",90,12,1.9119535535149,5.99511092307413,1.9176571985419,6.00663898717267,0.470873028077877,0.992042753034629,0.0120000000000005
"QMC",90,13,1.62186158406785,4.08066317792123,1.62613899861016,4.08834507889002,0.585417852215271,1.20260205460672,0.0120000000000005
"QMC",90,14,1.26848221079504,3.35280844673541,1.27138798998022,3.35876462765506,0.534309278370477,1.06825615186323,0.0120000000000005
"QMC",90,15,1.99874174106186,5.44090888156758,2.00422927360058,5.45089339049021,0.582003992589615,1.2358227697987,0.0120000000000005
"QMC",90,16,1.43691942302812,3.70702190861056,1.44052655402077,3.71355527363617,0.484877316369488,0.972712655458403,0.0110000000000241
"QMC",90,17,1.57266509161929,4.53163081470971,1.5767772674263,4.53987387896952,0.511008572401167,1.10914748616801,0.0120000000000005
"QMC",90,18,1.82813663272742,5.30653719626584,1.83278782812906,5.31638113929031,0.677547170246614,1.51360042138796,0.0120000000000005
"QMC",90,19,1.37341983095696,4.5908802308983,1.37674759501516,4.59911550382823,0.495111970530201,1.04935516905333,0.0120000000000005
"QMC",90,20,1.4755274260553,4.23856061207823,1.47950890627715,4.24637932879358,0.447613097473885,0.915309929782553,0.0120000000000005
"QMC",90,21,1.41106918082759,4.15917923418839,1.41485922516243,4.16692470171987,0.453478191974121,1.00242963322028,0.0120000000000005
"QMC",90,22,1.50258107450235,4.25621240017836,1.5058418446323,4.26353904985196,0.660735290517125,1.41414628311261,0.0110000000000241
"QMC",90,23,1.37904632161615,3.57582587844844,1.38249024129267,3.58226251779114,0.508907041645162,1.07027334952083,0.0120000000000005
"QMC",90,24,1.37605211796659,3.46732497907723,1.37965183501083,3.47374453012401,0.485572114147569,0.999835584471945,0.0120000000000005
"QMC",90,25,1.48676685944003,3.96818271582768,1.49101964951573,3.97574890221562,0.434732914464625,0.936981095857039,0.0120000000000005
"QMC",90,26,1.45565909062827,3.80330797847131,1.45947988566195,3.81025042220133,0.49029864328827,1.05375521434196,0.0120000000000005
"QMC",90,27,1.65099204101612,5.23851249159284,1.65560484775296,5.24812384166989,0.433518582938479,0.916503689760823,0.0109999999999673
"QMC",90,28,1.24597231791843,3.29739990344488,1.24932434141239,3.30371672815838,0.43375650273782,0.877007414080486,0.0120000000000005
"QMC",90,29,1.07780261270631,3.18024662278194,1.08025590910968,3.18588473796131,0.444425480391194,0.920509100664233,0.0120000000000005
"QMC",90,30,1.73072415193214,6.47580888143769,1.73603214497366,6.48864970064922,0.417659373284716,0.868635952272334,0.0120000000000005
"K-medoids",50,1,1.12174890854648,2.77183731359699,1.12449120736275,2.7768773521041,0.455034504499455,0.940204217865221,6.78199999999998
"K-medoids",50,2,1.09553236168857,2.73808415663421,1.09792375305427,2.74278152425683,0.514131436390319,1.11254732931456,7.11899999999997
"K-medoids",50,3,0.889177764348668,2.29803581135673,0.891259916507796,2.30223131044077,0.382959832273049,0.767205360696259,6.64600000000002
"K-medoids",50,4,0.886779153698751,2.32850085201406,0.888688549349505,2.33258236826944,0.422562207016616,0.89257211977697,7.28499999999997
"K-medoids",50,5,1.09901952663182,2.76060185172019,1.10152432819709,2.76552984862677,0.490046035875681,1.00001364908906,6.60500000000002
"K-medoids",50,6,0.825196428854317,2.09895371302422,0.826821415086054,2.10258251621487,0.430125796636204,0.835959677918137,6.33600000000001
"K-medoids",50,7,0.918111296009748,2.3912163321549,0.920070713181196,2.39541063798824,0.441732994714701,0.914794445206064,6.65899999999999
"K-medoids",50,8,1.02259854944728,2.43454571898065,1.02481418671123,2.43881698720104,0.483927391785557,0.930758985961186,6.709
"K-medoids",50,9,0.99883426250332,2.64156388344274,1.00120852910051,2.64643820663894,0.421596752864587,0.843370488860299,6.83800000000002
"K-medoids",50,10,1.02531406975478,2.73339567404694,1.02756938638915,2.73812028595867,0.465525686797483,1.027166266363,7.52500000000003
"K-medoids",50,11,0.729755596868916,1.78899111673849,0.731024559095701,1.79186912663397,0.421242392630162,0.833624460933639,7.17700000000002
"K-medoids",50,12,0.962229340173908,2.45122450995398,0.964483732493427,2.45562805088653,0.414135958491038,0.869037937016995,6.65799999999996
"K-medoids",50,13,0.956500329524046,2.44471905914925,0.958173698165158,2.44866513045514,0.549666847451149,1.13227364088877,6.935
"K-medoids",50,14,0.915705322786106,2.21165824707173,0.917694498280278,2.21547410038722,0.432092105192454,0.88560416552128,6.74099999999999
"K-medoids",50,15,0.98530128627003,2.41619551128101,0.986993253452819,2.41993908470608,0.57394608119708,1.1985026560907,6.45799999999997
"K-medoids",50,16,0.880158687965954,2.06190912615385,0.88201498668323,2.06533494314467,0.42885079778505,0.902173199302373,6.56700000000001
"K-medoids",50,17,0.933468226380118,2.39370182277537,0.935342697180277,2.39783873942957,0.477742294904651,0.954246114797688,6.89600000000002
"K-medoids",50,18,1.01645734953142,2.53596040534366,1.01856143735456,2.54024668659241,0.504906365100792,1.06828108050437,6.43299999999999
"K-medoids",50,19,0.818626600584157,2.04587799081104,0.820211999652564,2.04927384402568,0.433180496463109,0.897009488963524,6.37199999999996
"K-medoids",50,20,0.83734060438169,2.04376334860488,0.838793251977987,2.04691157965495,0.48416936326513,1.02271352389231,6.46800000000002
"K-medoids",50,21,0.746279715736549,1.94139614847472,0.747707915423779,1.94471228041592,0.399052310145131,0.797456512856408,6.28399999999999
"K-medoids",50,22,0.909060751308878,2.26971099443887,0.910789561513789,2.27339258841371,0.488748180470172,1.04170786617833,6.68200000000002
"K-medoids",50,23,1.0978840319898,2.62775277131275,1.10080250675643,2.63265304140517,0.388337299441017,0.798760136153313,6.95799999999997
"K-medoids",50,24,0.930442223899866,2.42029254974035,0.932579358716444,2.42463147631259,0.410856773494326,0.864263802314747,6.654
"K-medoids",50,25,0.821109171467165,2.0424866841263,0.822614654800047,2.04577626796762,0.45509237667912,0.949776250959977,6.24899999999991
"K-medoids",50,26,0.951615194458579,2.39479172286521,0.953840892933607,2.39906150488802,0.410497930519898,0.870990757023611,6.47400000000005
"K-medoids",50,27,1.10887602180962,3.19689799381354,1.11154013691215,3.20288059548374,0.461169833719636,0.95480275558628,6.99400000000003
"K-medoids",50,28,0.897984299655905,2.22057903000238,0.899167747346145,2.2236206891851,0.610261598965839,1.28238253251017,7.52200000000005
"K-medoids",50,29,0.981325259602061,2.4472907941095,0.983647898144052,2.45169011853348,0.416639689178569,0.865682987310883,6.51199999999994
"K-medoids",50,30,0.85943967875053,2.17488401145562,0.861290507075595,2.17871086119131,0.409461763719998,0.824357884851205,6.24799999999993
"K-medoids",60,1,1.02677845849009,2.44984057989755,1.02897456975402,2.45395418511723,0.493302695745488,1.04952492970995,7.31100000000004
"K-medoids",60,2,0.8606254914979,2.04165478431829,0.86213321035528,2.04482702693889,0.494372888244886,1.00961761462518,7.44399999999996
"K-medoids",60,3,1.01326969093462,2.47738248970301,1.01541137386117,2.4815813957314,0.49301557104278,1.03890495176992,7.28100000000006
"K-medoids",60,4,1.01537024547347,2.7108408966632,1.01746034192739,2.71550440176654,0.497026324902283,1.03577154676337,6.96900000000005
"K-medoids",60,5,1.11274953761116,3.11290043504651,1.11514423901073,3.11845659483234,0.531032583345056,1.13125086093809,7.86099999999999
"K-medoids",60,6,0.825727488357037,2.05654388584431,0.826842224143261,2.05940981152884,0.554937691144296,1.1678627753788,7.36500000000001
"K-medoids",60,7,0.808359696768532,2.04839263279478,0.809996392718988,2.05193081087283,0.410776188640388,0.819592441016397,7.15899999999999
"K-medoids",60,8,1.21844337298478,3.20717701855291,1.22122907760346,3.21288469409938,0.541744555103701,1.17667915706551,7.21699999999998
"K-medoids",60,9,0.744612533556299,1.85027204289689,0.745574956954372,1.85275155937813,0.51082221299966,1.09229167497303,7.18799999999999
"K-medoids",60,10,0.725713130918684,1.8380736033723,0.727101083667395,1.841200625666,0.388553915247013,0.764000551204107,8.38099999999997
"K-medoids",60,11,0.983646230064746,2.64857630587988,0.98535401703097,2.65291356568579,0.568793408453266,1.19553600698098,7.32900000000006
"K-medoids",60,12,1.11088533192873,2.78642466653391,1.11315140653535,2.79106174535951,0.548898829488222,1.16192851560437,7.03800000000001
"K-medoids",60,13,1.05916264405809,2.97654494253767,1.06113239653976,2.98164940387473,0.58067358713348,1.21319947165301,7.5
"K-medoids",60,14,0.959361418977558,2.47190261650918,0.960991706076671,2.4757580585214,0.563334738554441,1.21512672062086,7.78999999999996
"K-medoids",60,15,0.961665757353668,2.57216953908071,0.963935281222747,2.57686369709889,0.410356724422661,0.862918273277756,7.05400000000009
"K-medoids",60,16,1.00990412669749,2.91765504581798,1.01233693448903,2.92310447245508,0.418930429908181,0.883692901153575,8.36400000000003
"K-medoids",60,17,0.892925306129685,2.26254509018155,0.894837411677066,2.26653090082398,0.428439748365162,0.856702033746537,7.72199999999998
"K-medoids",60,18,0.936599149608884,2.66988985957192,0.938723721153098,2.67479262635837,0.420501698776548,0.873466725633144,6.80600000000004
"K-medoids",60,19,0.92667471740146,2.4055936049403,0.928571507979156,2.40978206013262,0.465909447068176,0.942052883078724,7.12400000000002
"K-medoids",60,20,0.896080320640574,2.38524238485737,0.897722840304557,2.3892769262866,0.497082125530622,1.00501030063206,7.33100000000002
"K-medoids",60,21,0.89732357747876,2.16538322120695,0.899231034547185,2.16905740294137,0.433967220632774,0.905694514054913,7.12199999999996
"K-medoids",60,22,0.985813170090998,2.51994882441589,0.98759552492446,2.52396935106921,0.552846443913134,1.19329380706892,7.11400000000003
"K-medoids",60,23,0.789192916849264,2.19432133005421,0.790541482283252,2.19804426196857,0.46160160336374,0.91800263152031,7.17700000000002
"K-medoids",60,24,0.749713947199664,1.83920191211826,0.75098624891263,1.84200340591879,0.440648492313426,0.936737523906601,7.09299999999996
"K-medoids",60,25,0.802559870629728,1.96830634307921,0.804254534898352,1.97169952576241,0.39089479329396,0.791590434836723,7.36500000000001
"K-medoids",60,26,1.05416482902019,2.55536945314312,1.05643918413959,2.55972170839394,0.501682196648916,1.05925447748487,7.072
"K-medoids",60,27,0.95198588205275,2.41857013842529,0.953385359417379,2.42218600744687,0.612027125497834,1.26394228863844,7.22000000000003
"K-medoids",60,28,0.945858820999742,2.68846789403803,0.947911261004565,2.69324503612962,0.447283445950649,0.991272383723418,7.27300000000002
"K-medoids",60,29,1.00057650465407,2.92262136810141,1.00271016606967,2.92790558439513,0.482270957105375,1.01576821082409,7.26800000000003
"K-medoids",60,30,1.2336601980906,3.16180679841809,1.23674182642461,3.16760470743549,0.485076074423112,1.04046210208711,7.14100000000008
"K-medoids",70,1,1.0227738327271,2.90488394053623,1.02524612256033,2.91027393346426,0.422713771775854,0.911480501171765,7.81500000000005
"K-medoids",70,2,0.774764415263335,1.95990454210741,0.776132904478355,1.96310640402179,0.442612532931938,0.890228282423563,7.80499999999995
"K-medoids",70,3,0.771319887495526,1.8524786092948,0.772578953208353,1.85524311590745,0.465726652339556,0.971519643231664,8.80200000000002
"K-medoids",70,4,0.793302126543099,2.02424045605251,0.794739073979731,2.02756568565203,0.444534455852075,0.909623425967863,7.81600000000003
"K-medoids",70,5,0.830318131381558,1.96742263701554,0.831945382542913,1.97072298744053,0.435361028075693,0.846245244259757,8.07299999999998
"K-medoids",70,6,1.02507770523189,2.81241753635772,1.02752527903624,2.81764038440909,0.431016577574688,0.879030209118367,7.56900000000007
"K-medoids",70,7,0.97622414996992,2.63755493961477,0.978378371964258,2.64221735362173,0.442425891622768,0.92570858746864,7.63599999999997
"K-medoids",70,8,0.929170678900126,2.89727901803555,0.931194769833074,2.90268346454798,0.437894893888836,0.886681423414746,7.44899999999996
"K-medoids",70,9,0.923984336123,2.30061737741451,0.926149949292729,2.30475379272354,0.398359082498687,0.818045987912244,7.53099999999995
"K-medoids",70,10,0.611806121979866,1.5385733689595,0.612683382780049,1.54087130607235,0.39888239347786,0.806022252633963,7.93399999999997
"K-medoids",70,11,0.883380253120397,2.55295775086163,0.885433509829133,2.55763988830315,0.374600351168114,0.767010618256506,8.41300000000001
"K-medoids",70,12,1.15725230618023,3.06899145721914,1.15962253967998,3.07425580202894,0.581962775313588,1.25271180253627,7.952
"K-medoids",70,13,0.967884802406545,2.70642611623973,0.970234725424235,2.71149273659609,0.397524915684812,0.813698108590112,7.62199999999996
"K-medoids",70,14,0.838140921472081,2.29316946019167,0.839942584144819,2.29727961702357,0.400851652760293,0.824149700004609,7.86800000000005
"K-medoids",70,15,0.839300113277028,2.45755738131746,0.841034654871477,2.46199975392925,0.41830208913793,0.857430754183803,8.73799999999994
"K-medoids",70,16,0.882140013750203,2.37454422961947,0.883801493446834,2.37857274767053,0.478875155953669,0.995471193912622,8.36900000000003
"K-medoids",70,17,0.81623159588977,2.11181708472335,0.817897418417361,2.11549573584151,0.411912670978915,0.827869489907146,8.06100000000004
"K-medoids",70,18,0.780320981834321,1.82503639012108,0.781828761141559,1.82794677623447,0.414361404263465,0.866209381865961,8.26499999999999
"K-medoids",70,19,0.906970357242311,2.2384571055083,0.908911876885447,2.24234311187216,0.435735803858085,0.885690452109033,8.00400000000002
"K-medoids",70,20,0.800886951065821,2.08141043752977,0.80255444383268,2.08505530114512,0.396162635224079,0.80396633966766,7.85900000000004
"K-medoids",70,21,1.11298205890069,2.82219537935402,1.11577702742082,2.8273638895247,0.434603270941767,0.936790828874255,9.14700000000005
"K-medoids",70,22,0.808209377301493,2.05663706444861,0.809963037455711,2.06023267117224,0.382571005584976,0.798086917540355,9.01599999999996
"K-medoids",70,23,1.00356519289032,2.56576360038435,1.00529731780569,2.56984656042895,0.583153731288762,1.22220723093454,7.66500000000008
"K-medoids",70,24,1.03607423700883,2.57357472221679,1.03819044420687,2.57794001608498,0.522440518512848,1.07942492250465,8.42700000000002
"K-medoids",70,25,0.773570611064793,1.90448335848332,0.774593803236539,1.90709630942983,0.525227253950976,1.09988683302299,8.178
"K-medoids",70,26,0.911154386263966,2.27006308486562,0.913054162967066,2.27400073240825,0.450051440754701,0.900177034685008,8.16599999999994
"K-medoids",70,27,1.0605741395608,2.77615068453148,1.06305780028795,2.78112723567973,0.457754200215668,0.997239916325227,7.9380000000001
"K-medoids",70,28,0.942516082639726,2.25722973580736,0.944697435050765,2.26121143404365,0.413070690303278,0.853461517098832,8.12900000000002
"K-medoids",70,29,0.792479928198553,2.09297280153339,0.794112443154776,2.09661307104914,0.396245226680715,0.823920965950661,8.05600000000004
"K-medoids",70,30,0.887443447002165,2.13358246120627,0.889275010741325,2.13716073757512,0.442896762311507,0.918171446741332,9.18899999999985
"K-medoids",80,1,0.908391614001369,2.36461018740435,0.910323028156671,2.36882821322247,0.440003973033008,0.865724841309212,8.77999999999997
"K-medoids",80,2,0.990618135751845,2.49776875170651,0.992744664475351,2.50210294958834,0.474913221029208,0.991739646211526,8.70999999999981
"K-medoids",80,3,0.873036143071056,2.65541941958152,0.874645063034484,2.6601357038308,0.482856634389117,0.98569862104852,9.60100000000011
"K-medoids",80,4,0.886779452242393,2.40376120046636,0.888598965429789,2.40790487656413,0.445528937837413,0.971031886414392,9.19599999999991
"K-medoids",80,5,0.926580673629831,2.55239735376097,0.928703211426534,2.55710247664855,0.411843599380458,0.827397711131714,8.8889999999999
"K-medoids",80,6,0.874839329294341,2.18265209958462,0.876507504809635,2.18624833296445,0.470289744637008,0.976601436159353,8.90899999999988
"K-medoids",80,7,1.02239306266508,3.44251954958838,1.02465125277151,3.4490297748141,0.474758919101555,0.985185267142133,8.75299999999993
"K-medoids",80,8,0.891940739948229,2.39187086874437,0.893852953156523,2.3961528779798,0.428209524557443,0.865456112994489,8.50999999999999
"K-medoids",80,9,0.680249711333433,1.60730087932307,0.681420424841989,1.60975950298,0.396339739452433,0.815641938818551,8.5
"K-medoids",80,10,0.837562663519095,2.31728466697143,0.839244034307834,2.32137945079323,0.429813090404863,0.873779241543289,9.17599999999993
"K-medoids",80,11,0.89565300142389,2.13836631977229,0.897428044847713,2.14185012915148,0.465186858458749,0.977972261336122,8.72799999999984
"K-medoids",80,12,1.08627008341198,2.82896181726759,1.08839738456646,2.83382838107073,0.570377846294029,1.14884671676853,8.00600000000009
"K-medoids",80,13,1.05969175330164,2.65633841348922,1.06193180080225,2.66085345396002,0.516457376774844,1.11090490122851,9.23599999999988
"K-medoids",80,14,0.868515556143798,2.1898574422763,0.870351779151857,2.19368164076171,0.423212739719787,0.854488213507051,9.44799999999987
"K-medoids",80,15,1.04895837729954,2.97595005631936,1.05150437853828,2.98152719048353,0.431527097301558,0.893711140833867,8.8889999999999
"K-medoids",80,16,0.721389424812194,1.78969491231862,0.722694904282893,1.79252158347821,0.404797331948525,0.864529150242402,9.05799999999999
"K-medoids",80,17,0.846480674142698,2.1783621979338,0.8478157350529,2.18173499104178,0.522714780348165,1.08580760865502,8.43999999999983
"K-medoids",80,18,0.813047600925336,2.16720507184003,0.814731327549533,2.17093781593336,0.404726713673454,0.877363725096936,8.61099999999988
"K-medoids",80,19,0.906753162108168,2.30094644871829,0.908640144862919,2.30493322155418,0.449140589154793,0.917190093384942,8.67100000000005
"K-medoids",80,20,0.833542037262691,2.21676784829428,0.834619674037727,2.2198732630321,0.572204123022679,1.25413257360707,8.42800000000011
"K-medoids",80,21,0.767336970206034,1.82572204320408,0.768785382552095,1.82865798605335,0.416082196568374,0.855193926513937,8.75500000000011
"K-medoids",80,22,0.774091283916306,1.87303401849173,0.775433182175093,1.87591641136266,0.44866726332152,0.942180333837464,8.17000000000007
"K-medoids",80,23,0.912320606682865,2.4567301333064,0.914068110446272,2.46102371108553,0.488533112385993,0.956545097482139,8.5150000000001
"K-medoids",80,24,0.907902177482293,2.18192176843198,0.908263607481165,2.18384115526076,0.820251714694302,1.65186169007381,8.42599999999993
"K-medoids",80,25,1.16757489214417,3.06532422304253,1.17035448680731,3.07099609435257,0.493494823120566,0.977642981642013,8.84699999999998
"K-medoids",80,26,0.862084027085568,2.42330633212317,0.86408334654365,2.4277963158001,0.377228657281011,0.768250403273535,8.7800000000002
"K-medoids",80,27,0.96457219238131,2.71604287706172,0.966447097741683,2.72069425789073,0.509888510802806,1.1154414628107,8.91300000000001
"K-medoids",80,28,1.00372242211484,3.01939801221475,1.00594513832061,3.02496928475451,0.464691061439759,0.974821769185364,8.63200000000006
"K-medoids",80,29,1.10553854513111,2.85719668576244,1.10832862396058,2.86256732460144,0.42891595879293,0.844957785169708,8.6110000000001
"K-medoids",80,30,0.719025911385507,1.79879600461381,0.720297823728006,1.80163851758551,0.410574189631797,0.868187358949684,8.32600000000002
"K-medoids",90,1,0.786659977530437,2.70144567055359,0.788238330239975,2.70646907029441,0.404215452625268,0.845749440259554,9.1210000000001
"K-medoids",90,2,0.832748905283731,2.0062923058843,0.834398304599946,2.0096343087738,0.433089352601722,0.879295509795286,10.1790000000001
"K-medoids",90,3,0.842202868515567,2.14498419813214,0.843630915708052,2.14831392739862,0.496178290630354,1.06633254160665,9.14200000000005
"K-medoids",90,4,0.903633523776552,2.46214039584497,0.905511690498426,2.46656363129946,0.448542228086344,0.882985592595242,9.11400000000003
"K-medoids",90,5,0.823638398055334,2.26694696846461,0.8250599775885,2.27083971893502,0.479180973620788,0.926735680344365,9.50799999999981
"K-medoids",90,6,0.931556355481097,2.29956637572411,0.93356193026803,2.30360436538471,0.44559330557785,0.885509418620719,9.10400000000004
"K-medoids",90,7,0.917905281807152,2.44207463278155,0.918899331752518,2.44537695685292,0.677040894024832,1.43280146761158,8.84400000000005
"K-medoids",90,8,0.891222031588462,2.34423258535692,0.892298170948435,2.34749271029856,0.630466876059171,1.33761216568408,9.06099999999992
"K-medoids",90,9,1.1276990420563,3.37531201710964,1.12805695727462,3.37992186583466,1.04097399333939,1.9614208240412,7.88400000000001
"K-medoids",90,10,0.87739205549717,2.12582185336192,0.87888678095304,2.12908434437011,0.515210926159648,1.07495280264375,9.11999999999989
"K-medoids",90,11,0.984708911729333,2.41142668291164,0.986936347530607,2.41560815242793,0.444987579718636,0.961378114415528,9.69700000000012
"K-medoids",90,12,0.892545645448799,2.36246863972191,0.894523805049884,2.36664769322222,0.41322546292448,0.89022828837229,9.86900000000014
